DATA,HORÁRIO,NOME CONDOMÍNIO,UN,HAB/Un,RSU TOTAL (kg),RSU RECICLAVEL (kg),ORGÂNICO,CEP,RECICLABILIDADE,RESÍDUO PREDOMINANTE,QUANTIDADE (toneladas),TAXA DE APROVEITAMENTO (%),CUSTO DA COLETA (R$),TEMPO DE COLETA (minutos)
09-09-2020,08:45,PORTAL DAS NAÇÕES,192,3,1823.27,703.9,691.39,06223-080,ALTA,Plástico,1.91,73.26,255.97,30.15
09-09-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1721.51,656.68,1153.62,06765-220,BAIXA,Papelão,0.44,70.46,623.96,19.86
09-09-2020,12:45,SPAZIO IBIRAPUERA,288,3,1778.29,694.82,975.36,04022-020,BAIXA,Orgânico,1.0,56.15,683.89,52.31
09-09-2020,14:15,SPAZIO INTERLAGOS,288,3,1632.48,620.43,589.65,04822-090,ALTA,Plástico,0.11,85.49,280.17,54.83
09-09-2020,13:00,SPAZIO PINHEIROS,288,3,1834.2,713.47,725.24,04561-010,ALTA,Plástico,0.63,50.16,468.81,43.46
09-09-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1722.39,670.56,1089.27,03193-005,BAIXA,Papelão,0.56,75.51,489.35,21.71
09-09-2020,11:15,PAÇO DAS FLORES,92,3,1643.74,628.14,923.06,04826-190,BAIXA,Vidro,1.27,72.2,552.53,38.1
09-09-2020,10:45,PROVENCE APPARTAMENTS,84,3,1807.23,699.54,757.72,04543-010,ALTA,Papel,0.38,99.23,561.55,44.9
10-09-2020,08:30,FLEX I,527,3,1581.0,642.57,789.0,04538-132,BAIXA,Orgânico,1.82,75.46,439.62,11.22
10-09-2020,09:15,FLEX III,527,3,1581.0,642.57,555.97,04538-133,ALTA,Papelão,1.54,94.39,345.01,26.97
10-09-2020,10:00,ALTOS DO BUTANTÃ,399,3,1197.0,486.27,438.43,05359-001,ALTA,Papelão,0.31,96.28,363.26,57.57
10-09-2020,08:00,EASY LIFE,238,3,714.0,289.62,441.83,06764-170,BAIXA,Orgânico,0.78,69.56,500.47,26.46
10-09-2020,11:30,CONDOMINIO BANDEIRANTES,565,3,1695.0,688.05,1051.17,06705-300,BAIXA,Papel,2.0,55.67,258.0,26.9
10-09-2020,14:45,SKY HOUSE,210,3,630.0,256.05,388.58,03141-060,BAIXA,Orgânico,0.17,63.3,377.17,29.45
10-09-2020,10:30,PLAZA MAYOR,336,3,1008.0,409.77,521.98,05303-020,BAIXA,Plástico,0.71,96.38,361.73,57.2
10-09-2020,13:15,MAXI PIRITUBA,209,3,627.0,254.97,216.25,02936-001,BAIXA,Orgânico,1.57,90.51,520.13,24.83
10-09-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),15,3,45.0,18.27,20.35,04543-011,BAIXA,Orgânico,0.4,97.37,386.63,48.32
10-09-2020,14:00,LED BARRA FUNDA,510,3,1530.0,621.3,550.86,01136-000,ALTA,Papel,1.41,53.56,520.11,34.26
10-09-2020,13:30,CIDADE VIVA OFFICES,428,3,1284.0,522.12,464.01,03317-000,ALTA,Papelão,1.59,54.77,553.3,36.37
10-09-2020,15:30,BRISA DA MATA,148,3,444.0,180.36,298.77,08122-600,BAIXA,Plástico,1.18,85.47,480.2,44.26
10-09-2020,11:00,FIT BOSQUE ITAQUERA,238,3,714.0,289.62,411.93,08260-000,BAIXA,Plástico,1.85,59.03,424.66,44.24
10-09-2020,12:45,TORRE DE TAVORA,37,3,111.0,45.09,34.65,04075-010,BAIXA,Orgânico,1.68,76.39,178.78,33.98
10-09-2020,08:30,VIDA BELA,892,3,2676.0,1087.08,1219.88,03118-001,ALTA,Papel,0.45,71.37,335.01,38.73
10-09-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,224,3,672.0,273.72,420.25,01310-300,BAIXA,Plástico,0.85,91.59,246.75,28.15
10-09-2020,10:00,VARANDA BOTANIC,129,3,387.0,157.23,176.18,05543-060,ALTA,Vidro,1.84,78.13,427.47,41.88
10-09-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,137,3,411.0,167.07,191.02,04038-001,BAIXA,Orgânico,0.27,94.34,183.22,10.79
10-09-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,190,3,570.0,231.39,387.6,04054-011,BAIXA,Orgânico,1.44,51.46,278.29,58.13
10-09-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,207,3,621.0,252.27,225.3,06038-310,ALTA,Plástico,1.69,86.16,323.06,20.76
10-09-2020,09:00,INNOVA III & IV,282,3,1675.29,628.92,969.74,04211-320,BAIXA,Plástico,0.78,59.34,488.65,52.33
10-09-2020,12:00,MAGNUM RESIDENCIAL,584,3,1809.1,702.65,572.08,05085-010,ALTA,Papel,0.21,58.01,525.47,22.93
10-09-2020,09:45,EDIFÍCIO LINA JARDINS,30,3,1652.36,610.99,610.14,01415-001,ALTA,Papel,1.07,69.22,639.09,34.74
10-09-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,520,3,1557.81,602.83,580.25,03978-160,ALTA,Papelão,0.41,60.9,536.53,43.94
10-09-2020,14:30,HELLO VILA MARIANA,196,3,1889.21,742.69,645.99,04101-000,ALTA,Papel,1.66,51.98,343.77,36.3
10-09-2020,08:30,RESIDENCIAL TIETÊ,228,3,1699.09,656.92,1175.76,03026-000,BAIXA,Papelão,1.67,87.5,671.87,33.24
10-09-2020,09:15,EASY CIDADE UNIVERSITÁRIA,330,3,1798.6,701.32,749.92,05366-000,BAIXA,Orgânico,1.19,94.09,825.79,53.7
10-09-2020,10:00,NURBAN PINHEIROS,103,3,1715.69,654.02,813.92,05423-010,ALTA,Vidro,0.34,83.88,387.56,54.45
10-09-2020,11:45,UPPER SÃO CAETANO,124,3,1664.73,625.19,746.88,09530-001,ALTA,Plástico,1.68,55.01,390.94,19.9
10-09-2020,14:00,BE URBAN METRÔ BROOKLIN,203,3,1813.32,696.47,639.69,04705-000,ALTA,Vidro,1.6,57.32,501.21,45.43
10-09-2020,13:30,PÁTIO MONDRIAN,137,3,1765.23,687.84,743.73,04793-100,ALTA,Papel,0.19,91.69,271.61,14.02
10-09-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,300,3,1667.9,619.05,590.97,06278-080,ALTA,Papelão,0.11,78.16,601.0,50.92
10-09-2020,08:45,PORTAL DAS NAÇÕES,192,3,1845.27,717.4,1157.32,06223-080,BAIXA,Papel,1.5,52.25,385.61,53.6
10-09-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1659.78,633.41,883.52,06765-220,BAIXA,Vidro,0.15,76.25,638.81,29.36
10-09-2020,12:45,SPAZIO IBIRAPUERA,288,3,1796.93,695.43,995.29,04022-020,BAIXA,Plástico,1.38,73.49,894.15,55.35
10-09-2020,14:15,SPAZIO INTERLAGOS,288,3,1654.98,625.74,929.57,04822-090,BAIXA,Vidro,0.16,96.95,568.49,52.5
10-09-2020,13:00,SPAZIO PINHEIROS,288,3,1856.2,717.16,1151.63,04561-010,BAIXA,Orgânico,0.49,90.41,644.66,27.34
10-09-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1699.86,680.23,1141.85,03193-005,BAIXA,Papel,0.5,95.11,437.28,47.95
10-09-2020,11:15,PAÇO DAS FLORES,92,3,1648.74,621.32,790.04,04826-190,ALTA,Papel,1.18,73.28,492.72,13.71
10-09-2020,10:45,PROVENCE APPARTAMENTS,84,3,1825.29,701.89,647.66,04543-010,ALTA,Papel,0.17,98.06,256.81,23.17
11-09-2020,08:30,FLEX I,527,3,1647.0,669.39,664.48,04538-132,ALTA,Vidro,0.68,57.05,342.19,15.12
11-09-2020,09:15,FLEX III,527,3,1620.0,660.6,785.94,04538-133,ALTA,Papelão,1.22,68.74,567.53,24.1
11-09-2020,10:00,ALTOS DO BUTANTÃ,399,3,1209.0,491.79,616.2,05359-001,BAIXA,Papelão,1.71,65.28,372.08,34.54
11-09-2020,08:00,EASY LIFE,238,3,714.0,289.62,493.86,06764-170,BAIXA,Orgânico,0.15,69.36,470.64,57.7
11-09-2020,11:30,CONDOMINIO BANDEIRANTES,565,3,1695.0,688.05,1091.53,06705-300,BAIXA,Vidro,1.58,77.0,632.77,56.21
11-09-2020,14:45,SKY HOUSE,210,3,630.0,256.05,323.91,03141-060,BAIXA,Orgânico,0.88,52.91,254.65,46.39
11-09-2020,10:30,PLAZA MAYOR,336,3,1008.0,409.77,536.55,05303-020,BAIXA,Vidro,0.41,51.67,347.27,18.53
11-09-2020,13:15,MAXI PIRITUBA,209,3,627.0,254.97,269.52,02936-001,ALTA,Papelão,1.0,83.41,577.25,42.46
11-09-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),15,3,45.0,18.27,16.24,04543-011,BAIXA,Orgânico,1.82,97.96,440.72,22.28
11-09-2020,14:00,LED BARRA FUNDA,510,3,1530.0,621.3,1054.53,01136-000,BAIXA,Papel,1.84,66.39,469.9,34.96
11-09-2020,13:30,CIDADE VIVA OFFICES,428,3,1284.0,522.12,430.52,03317-000,ALTA,Papelão,0.83,72.74,493.25,10.26
11-09-2020,15:30,BRISA DA MATA,148,3,444.0,180.36,177.34,08122-600,ALTA,Vidro,1.71,90.78,514.18,30.13
11-09-2020,11:00,FIT BOSQUE ITAQUERA,238,3,714.0,289.62,389.23,08260-000,BAIXA,Plástico,1.64,53.25,344.48,24.29
11-09-2020,12:45,TORRE DE TAVORA,37,3,111.0,45.09,36.1,04075-010,BAIXA,Orgânico,0.48,72.69,307.19,10.09
11-09-2020,08:30,VIDA BELA,892,3,2676.0,1087.08,1389.98,03118-001,BAIXA,Plástico,1.77,79.64,515.97,28.03
11-09-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,224,3,672.0,273.72,256.31,01310-300,ALTA,Papel,1.64,80.35,250.77,23.87
11-09-2020,10:00,VARANDA BOTANIC,129,3,387.0,157.23,233.39,05543-060,BAIXA,Plástico,1.87,54.44,382.03,42.65
11-09-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,137,3,411.0,167.07,195.82,04038-001,ALTA,Vidro,1.15,62.18,198.79,18.1
11-09-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,190,3,570.0,231.39,307.03,04054-011,BAIXA,Vidro,1.39,94.03,485.47,40.81
11-09-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,207,3,621.0,252.27,301.94,06038-310,BAIXA,Orgânico,1.3,77.02,498.49,55.87
11-09-2020,09:00,INNOVA III & IV,282,3,1662.59,618.46,818.19,04211-320,ALTA,Plástico,0.49,65.85,423.27,36.76
11-09-2020,12:00,MAGNUM RESIDENCIAL,584,3,1785.32,689.91,938.65,05085-010,BAIXA,Papel,1.88,97.59,340.85,17.16
11-09-2020,09:45,EDIFÍCIO LINA JARDINS,30,3,1629.83,600.19,1029.42,01415-001,BAIXA,Papel,0.14,60.41,582.96,24.06
11-09-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,520,3,1536.47,601.32,1008.25,03978-160,BAIXA,Vidro,1.24,75.67,252.93,45.67
11-09-2020,14:30,HELLO VILA MARIANA,196,3,1862.84,734.15,1141.32,04101-000,BAIXA,Plástico,1.21,61.11,634.09,52.25
11-09-2020,08:30,RESIDENCIAL TIETÊ,228,3,1657.23,638.52,1013.92,03026-000,BAIXA,Orgânico,0.21,78.64,339.51,34.67
11-09-2020,09:15,EASY CIDADE UNIVERSITÁRIA,330,3,1756.76,678.98,1002.19,05366-000,BAIXA,Orgânico,1.62,84.24,495.52,43.75
11-09-2020,10:00,NURBAN PINHEIROS,103,3,1679.51,635.73,669.94,05423-010,BAIXA,Orgânico,1.19,97.89,432.89,49.45
11-09-2020,11:45,UPPER SÃO CAETANO,124,3,1632.84,616.91,509.65,09530-001,BAIXA,Orgânico,0.32,79.16,417.52,50.32
11-09-2020,14:00,BE URBAN METRÔ BROOKLIN,203,3,1812.16,696.33,1157.23,04705-000,BAIXA,Orgânico,1.75,72.54,433.36,15.62
11-09-2020,13:30,PÁTIO MONDRIAN,137,3,1783.02,694.59,845.69,04793-100,BAIXA,Orgânico,0.78,92.9,608.97,37.71
11-09-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,300,3,1624.12,602.57,545.25,06278-080,ALTA,Papel,1.18,80.95,201.53,57.15
11-09-2020,08:45,PORTAL DAS NAÇÕES,192,3,1823.07,711.63,986.37,06223-080,BAIXA,Papel,1.33,78.78,578.83,11.68
11-09-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1659.78,633.41,1064.81,06765-220,BAIXA,Papel,1.98,78.75,561.27,52.36
11-09-2020,12:45,SPAZIO IBIRAPUERA,288,3,1796.93,695.43,714.11,04022-020,ALTA,Plástico,1.96,53.44,373.41,34.7
11-09-2020,14:15,SPAZIO INTERLAGOS,288,3,1654.98,625.74,683.47,04822-090,BAIXA,Orgânico,1.41,87.67,542.86,44.86
11-09-2020,13:00,SPAZIO PINHEIROS,288,3,1856.2,717.16,969.81,04561-010,BAIXA,Papelão,0.16,77.02,507.61,52.69
11-09-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1699.86,680.23,636.6,03193-005,ALTA,Vidro,0.38,98.85,240.06,41.12
11-09-2020,11:15,PAÇO DAS FLORES,92,3,1648.74,621.32,717.39,04826-190,ALTA,Papel,1.74,79.48,414.62,38.65
11-09-2020,10:45,PROVENCE APPARTAMENTS,84,3,1825.29,701.89,1033.83,04543-010,BAIXA,Papelão,1.02,94.82,497.36,45.64
12-09-2020,08:30,FLEX I,527,3,1647.0,669.39,557.1,04538-132,ALTA,Papelão,0.77,70.46,491.02,32.28
12-09-2020,09:15,FLEX III,527,3,1620.0,660.6,1001.36,04538-133,BAIXA,Orgânico,0.63,62.99,404.59,28.23
12-09-2020,10:00,ALTOS DO BUTANTÃ,399,3,1209.0,491.79,364.93,05359-001,ALTA,Papel,1.32,93.69,426.17,20.59
12-09-2020,08:00,EASY LIFE,238,3,714.0,289.62,322.28,06764-170,ALTA,Plástico,1.85,62.9,291.5,59.5
12-09-2020,11:30,CONDOMINIO BANDEIRANTES,565,3,1695.0,688.05,748.86,06705-300,ALTA,Vidro,1.76,65.19,564.55,41.94
12-09-2020,14:45,SKY HOUSE,210,3,630.0,256.05,411.02,03141-060,BAIXA,Plástico,1.68,78.05,573.66,16.64
12-09-2020,10:30,PLAZA MAYOR,336,3,1008.0,409.77,405.71,05303-020,BAIXA,Orgânico,1.1,66.04,299.57,40.02
12-09-2020,13:15,MAXI PIRITUBA,209,3,627.0,254.97,409.83,02936-001,BAIXA,Papelão,1.79,52.52,579.71,21.58
12-09-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),15,3,45.0,18.27,22.23,04543-011,ALTA,Plástico,0.96,78.06,370.21,10.22
12-09-2020,14:00,LED BARRA FUNDA,510,3,1530.0,621.3,1024.16,01136-000,BAIXA,Papelão,0.54,72.6,610.88,14.42
12-09-2020,13:30,CIDADE VIVA OFFICES,428,3,1284.0,522.12,645.42,03317-000,BAIXA,Papel,0.93,85.83,520.74,27.19
12-09-2020,15:30,BRISA DA MATA,148,3,444.0,180.36,266.11,08122-600,BAIXA,Papelão,1.62,94.15,412.88,26.61
12-09-2020,11:00,FIT BOSQUE ITAQUERA,238,3,714.0,289.62,295.15,08260-000,ALTA,Plástico,0.1,97.82,552.21,47.08
12-09-2020,12:45,TORRE DE TAVORA,37,3,111.0,45.09,45.73,04075-010,ALTA,Plástico,1.55,66.22,153.58,10.48
12-09-2020,08:30,VIDA BELA,892,3,2676.0,1087.08,1633.95,03118-001,BAIXA,Vidro,1.55,70.86,805.17,56.02
12-09-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,224,3,672.0,273.72,433.41,01310-300,BAIXA,Papel,1.07,80.92,292.91,32.63
12-09-2020,10:00,VARANDA BOTANIC,129,3,387.0,157.23,189.54,05543-060,ALTA,Papelão,1.96,60.58,524.65,39.43
12-09-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,137,3,411.0,167.07,265.74,04038-001,BAIXA,Plástico,0.75,89.44,444.9,52.39
12-09-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,190,3,570.0,231.39,312.17,04054-011,BAIXA,Papel,1.31,54.4,419.81,17.62
12-09-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,207,3,621.0,252.27,422.93,06038-310,BAIXA,Plástico,1.32,76.87,270.13,22.32
12-09-2020,09:00,INNOVA III & IV,282,3,1657.81,605.89,1159.58,04211-320,BAIXA,Orgânico,1.32,93.47,675.09,15.64
12-09-2020,12:00,MAGNUM RESIDENCIAL,584,3,1798.44,693.05,832.15,05085-010,ALTA,Vidro,1.98,62.74,431.34,41.87
12-09-2020,09:45,EDIFÍCIO LINA JARDINS,30,3,1623.25,613.97,643.33,01415-001,ALTA,Papel,1.36,58.23,596.5,13.44
12-09-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,520,3,1552.91,612.84,553.93,03978-160,ALTA,Papelão,1.19,77.99,384.67,52.82
12-09-2020,14:30,HELLO VILA MARIANA,196,3,1851.09,730.26,1002.1,04101-000,BAIXA,Plástico,0.89,84.87,303.06,36.54
12-09-2020,08:30,RESIDENCIAL TIETÊ,228,3,1642.34,636.89,921.57,03026-000,BAIXA,Plástico,0.2,55.09,472.34,23.78
12-09-2020,09:15,EASY CIDADE UNIVERSITÁRIA,330,3,1778.59,686.44,1208.22,05366-000,BAIXA,Papelão,1.13,55.63,321.88,16.88
12-09-2020,10:00,NURBAN PINHEIROS,103,3,1695.12,642.77,930.88,05423-010,BAIXA,Orgânico,0.67,82.2,696.88,49.39
12-09-2020,11:45,UPPER SÃO CAETANO,124,3,1629.94,614.78,602.09,09530-001,ALTA,Plástico,0.21,64.88,279.12,39.89
12-09-2020,14:00,BE URBAN METRÔ BROOKLIN,203,3,1817.33,692.47,1221.29,04705-000,BAIXA,Plástico,0.75,61.97,339.65,30.52
12-09-2020,13:30,PÁTIO MONDRIAN,137,3,1782.36,693.51,818.37,04793-100,ALTA,Papel,0.36,69.61,564.31,14.74
12-09-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,300,3,1655.98,609.23,504.0,06278-080,ALTA,Plástico,0.48,61.89,370.89,17.61
12-09-2020,08:45,PORTAL DAS NAÇÕES,192,3,1832.54,706.17,1072.41,06223-080,BAIXA,Vidro,0.29,88.48,590.94,17.1
12-09-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1671.39,645.42,866.33,06765-220,BAIXA,Papel,1.69,56.56,486.3,26.93
12-09-2020,12:45,SPAZIO IBIRAPUERA,288,3,1802.84,704.29,1193.7,04022-020,BAIXA,Orgânico,1.99,82.4,638.58,54.33
12-09-2020,14:15,SPAZIO INTERLAGOS,288,3,1668.96,616.51,1042.56,04822-090,BAIXA,Orgânico,1.32,50.28,465.81,20.01
12-09-2020,13:00,SPAZIO PINHEIROS,288,3,1846.2,718.94,1035.01,04561-010,BAIXA,Papelão,0.4,51.98,309.43,59.65
12-09-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1679.55,677.03,1033.57,03193-005,BAIXA,Papel,1.44,97.5,524.14,12.41
12-09-2020,11:15,PAÇO DAS FLORES,92,3,1629.71,609.62,525.89,04826-190,ALTA,Plástico,1.19,72.93,293.76,38.5
12-09-2020,10:45,PROVENCE APPARTAMENTS,84,3,1834.15,713.98,941.84,04543-010,BAIXA,Orgânico,1.4,93.06,400.78,37.24
13-09-2020,08:30,FLEX I,527,3,1647.0,669.39,1098.45,04538-132,BAIXA,Papelão,1.82,63.06,924.16,24.69
13-09-2020,09:15,FLEX III,527,3,1620.0,660.6,498.92,04538-133,ALTA,Vidro,1.49,93.95,384.48,29.61
13-09-2020,10:00,ALTOS DO BUTANTÃ,399,3,1209.0,491.79,743.76,05359-001,BAIXA,Papelão,1.15,69.98,543.58,46.98
13-09-2020,08:00,EASY LIFE,238,3,714.0,289.62,219.64,06764-170,ALTA,Plástico,0.48,51.3,292.13,18.9
13-09-2020,11:30,CONDOMINIO BANDEIRANTES,565,3,1695.0,688.05,576.21,06705-300,BAIXA,Orgânico,0.14,89.18,676.23,34.79
13-09-2020,14:45,SKY HOUSE,210,3,630.0,256.05,359.18,03141-060,BAIXA,Papelão,1.02,97.87,200.67,57.51
13-09-2020,10:30,PLAZA MAYOR,336,3,1008.0,409.77,669.1,05303-020,BAIXA,Vidro,0.15,87.3,446.78,19.65
13-09-2020,13:15,MAXI PIRITUBA,209,3,627.0,254.97,322.64,02936-001,BAIXA,Orgânico,0.49,72.79,254.58,55.14
13-09-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),15,3,45.0,18.27,19.56,04543-011,ALTA,Plástico,1.51,58.17,223.6,11.32
13-09-2020,14:00,LED BARRA FUNDA,510,3,1530.0,621.3,770.71,01136-000,BAIXA,Orgânico,1.78,92.23,426.92,59.59
13-09-2020,13:30,CIDADE VIVA OFFICES,428,3,1284.0,522.12,587.16,03317-000,BAIXA,Orgânico,0.38,82.04,372.42,53.33
13-09-2020,15:30,BRISA DA MATA,148,3,444.0,180.36,149.15,08122-600,ALTA,Papelão,0.82,75.14,528.08,22.21
13-09-2020,11:00,FIT BOSQUE ITAQUERA,238,3,714.0,289.62,242.68,08260-000,ALTA,Plástico,0.36,70.12,360.45,39.9
13-09-2020,12:45,TORRE DE TAVORA,37,3,111.0,45.09,69.32,04075-010,BAIXA,Papelão,1.32,72.58,312.04,26.79
13-09-2020,08:30,VIDA BELA,892,3,2676.0,1087.08,1322.6,03118-001,ALTA,Papel,1.13,68.05,662.37,21.27
13-09-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,224,3,672.0,273.72,362.03,01310-300,BAIXA,Vidro,0.85,72.03,549.82,41.32
13-09-2020,10:00,VARANDA BOTANIC,129,3,387.0,157.23,144.81,05543-060,BAIXA,Orgânico,1.57,60.58,437.18,11.81
13-09-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,137,3,411.0,167.07,130.6,04038-001,BAIXA,Orgânico,0.11,90.07,466.72,19.04
13-09-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,190,3,570.0,231.39,276.24,04054-011,ALTA,Vidro,0.21,97.24,239.0,17.93
13-09-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,207,3,621.0,252.27,385.25,06038-310,BAIXA,Orgânico,0.73,59.01,444.81,34.75
13-09-2020,09:00,INNOVA III & IV,282,3,1667.78,631.42,972.5,04211-320,BAIXA,Orgânico,1.08,93.6,455.97,27.43
13-09-2020,12:00,MAGNUM RESIDENCIAL,584,3,1771.32,696.91,1201.99,05085-010,BAIXA,Orgânico,1.76,87.9,626.33,20.46
13-09-2020,09:45,EDIFÍCIO LINA JARDINS,30,3,1636.89,615.68,696.65,01415-001,ALTA,Vidro,1.63,67.67,427.63,58.76
13-09-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,520,3,1547.96,605.11,841.62,03978-160,BAIXA,Orgânico,0.33,93.32,507.9,50.73
13-09-2020,14:30,HELLO VILA MARIANA,196,3,1865.24,721.31,1235.5,04101-000,BAIXA,Papel,1.36,56.32,570.55,39.56
13-09-2020,08:30,RESIDENCIAL TIETÊ,228,3,1651.75,619.86,867.8,03026-000,BAIXA,Vidro,1.55,92.09,477.09,36.43
13-09-2020,09:15,EASY CIDADE UNIVERSITÁRIA,330,3,1839.29,712.49,763.53,05366-000,ALTA,Papelão,1.74,90.75,721.41,37.21
13-09-2020,10:00,NURBAN PINHEIROS,103,3,1734.19,671.58,905.85,05423-010,BAIXA,Vidro,0.74,65.11,452.62,42.28
13-09-2020,11:45,UPPER SÃO CAETANO,124,3,1621.83,625.08,645.95,09530-001,ALTA,Vidro,0.53,85.52,461.76,40.05
13-09-2020,14:00,BE URBAN METRÔ BROOKLIN,203,3,1858.76,727.09,788.46,04705-000,ALTA,Papel,0.61,56.53,638.21,39.53
13-09-2020,13:30,PÁTIO MONDRIAN,137,3,1794.45,696.88,931.9,04793-100,BAIXA,Orgânico,1.58,94.32,425.5,19.05
13-09-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,300,3,1634.57,611.72,558.72,06278-080,ALTA,Vidro,0.39,56.82,522.05,37.07
13-09-2020,08:45,PORTAL DAS NAÇÕES,192,3,1835.85,698.23,1056.97,06223-080,BAIXA,Papelão,1.2,97.67,593.83,31.79
13-09-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1669.14,616.29,660.11,06765-220,ALTA,Papel,1.69,78.19,221.39,41.7
13-09-2020,12:45,SPAZIO IBIRAPUERA,288,3,1807.49,701.22,594.49,04022-020,BAIXA,Orgânico,0.28,60.54,402.53,15.3
13-09-2020,14:15,SPAZIO INTERLAGOS,288,3,1654.36,637.54,746.95,04822-090,ALTA,Papel,1.08,70.54,402.2,41.0
13-09-2020,13:00,SPAZIO PINHEIROS,288,3,1880.68,721.83,695.56,04561-010,ALTA,Vidro,0.73,65.51,396.98,57.93
13-09-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1690.47,673.96,1113.55,03193-005,BAIXA,Orgânico,1.3,97.83,653.06,12.05
13-09-2020,11:15,PAÇO DAS FLORES,92,3,1627.82,616.37,741.97,04826-190,BAIXA,Orgânico,0.89,56.25,435.99,28.75
13-09-2020,10:45,PROVENCE APPARTAMENTS,84,3,1828.93,708.85,874.75,04543-010,BAIXA,Orgânico,1.96,75.68,710.76,35.14
14-09-2020,08:30,FLEX I,527,3,1765.0,701.23,956.83,04538-132,BAIXA,Orgânico,0.67,68.39,453.58,55.19
14-09-2020,09:15,FLEX III,527,3,1765.0,701.23,998.23,04538-133,BAIXA,Orgânico,1.19,65.09,399.58,32.57
14-09-2020,10:00,ALTOS DO BUTANTÃ,399,3,1485.0,589.35,778.87,05359-001,BAIXA,Vidro,0.4,84.82,648.65,30.54
14-09-2020,08:00,EASY LIFE,238,3,952.0,377.62,418.56,06764-170,ALTA,Vidro,0.49,87.45,578.47,27.08
14-09-2020,11:30,CONDOMINIO BANDEIRANTES,565,3,1695.0,671.69,810.22,06705-300,ALTA,Vidro,0.95,70.84,377.94,57.08
14-09-2020,14:45,SKY HOUSE,210,3,840.0,333.42,303.11,03141-060,ALTA,Plástico,0.43,79.92,542.78,46.46
14-09-2020,10:30,PLAZA MAYOR,336,3,1344.0,533.28,818.2,05303-020,BAIXA,Vidro,1.87,81.56,877.71,43.41
14-09-2020,13:15,MAXI PIRITUBA,209,3,836.0,332.04,385.83,02936-001,ALTA,Vidro,0.49,83.36,431.85,14.8
14-09-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),15,3,60.0,23.79,18.6,04543-011,ALTA,Papel,0.62,55.68,489.29,51.63
14-09-2020,14:00,LED BARRA FUNDA,510,3,2040.0,811.2,983.16,01136-000,ALTA,Plástico,1.41,95.96,616.05,40.68
14-09-2020,13:30,CIDADE VIVA OFFICES,428,3,1712.0,678.96,1032.01,03317-000,BAIXA,Papelão,1.39,96.74,591.45,35.5
14-09-2020,15:30,BRISA DA MATA,148,3,592.0,235.28,242.93,08122-600,BAIXA,Orgânico,1.2,56.99,230.97,58.88
14-09-2020,11:00,FIT BOSQUE ITAQUERA,238,3,952.0,377.62,517.62,08260-000,BAIXA,Vidro,0.47,80.54,536.88,16.8
14-09-2020,12:45,TORRE DE TAVORA,37,3,148.0,58.71,76.14,04075-010,BAIXA,Plástico,1.21,84.9,377.79,47.41
14-09-2020,08:30,VIDA BELA,892,3,3568.0,1417.92,2062.05,03118-001,BAIXA,Papel,0.34,60.56,840.5,54.98
